,name,type,value,date
309,紫光国微,10,0.6871903717487237,2020-01-16
310,中科创达,11,0.4170647713397332,2020-01-16
311,信息发展,12,0.8304786663144796,2020-01-16
312,海联金汇,13,0.7183135650762412,2020-01-16
313,飞天诚信,14,0.6259670856555034,2020-01-16
314,赢时胜,15,0.9365844677543191,2020-01-16
315,科达股份,16,0.7044024049611528,2020-01-16
316,汉威科技,17,0.7622412680807669,2020-01-16
317,朗科科技,18,0.6304017414679971,2020-01-16
318,华媒控股,19,0.8597450393639424,2020-01-16
319,海峡创新,20,0.3466666406063019,2020-01-16
320,*ST联络,21,0.6876520512026293,2020-01-16
321,二三四五,22,0.8473420839416232,2020-01-16
322,众应互联,23,0.7637851340011971,2020-01-16
323,新晨科技,24,0.7685802806805717,2020-01-16
324,广电运通,25,0.4807870195056734,2020-01-16
325,数字认证,26,0.7870441650133528,2020-01-16
326,奥马电器,27,0.7991786162690226,2020-01-16
327,智度股份,28,0.8790852693906018,2020-01-16
328,华力创通,29,0.5682139952716192,2020-01-16
329,广东骏亚,30,0.6217430610814704,2020-01-16
330,恒宝股份,1,0.8998229744488693,2020-01-17
331,数知科技,2,0.6064717490746943,2020-01-17
332,聚龙股份,3,0.8325724415543583,2020-01-17
333,梦网集团,4,0.1667729549059139,2020-01-17
334,昆仑万维,5,0.6425509378986738,2020-01-17
335,科蓝软件,6,0.9006506280447053,2020-01-17
336,金固股份,7,0.8733873601930376,2020-01-17
337,金冠股份,8,0.5834971833326306,2020-01-17
338,金财互联,9,0.5340594336415861,2020-01-17
339,紫光国微,10,0.7020887159308707,2020-01-17
340,中科创达,11,0.3541834510587966,2020-01-17
341,信息发展,12,0.8500715813631514,2020-01-17
342,海联金汇,13,0.7504519846818256,2020-01-17
343,飞天诚信,14,0.5962835787209202,2020-01-17
344,赢时胜,15,0.9050164471497241,2020-01-17
345,科达股份,16,0.7910017213156476,2020-01-17
346,汉威科技,17,0.799844312300928,2020-01-17
347,朗科科技,18,0.6330280006256275,2020-01-17
348,华媒控股,19,0.8787548559355668,2020-01-17
349,海峡创新,20,0.3650226329469957,2020-01-17
350,*ST联络,21,0.7143521020557307,2020-01-17
351,二三四五,22,0.7555658588560509,2020-01-17
352,众应互联,23,0.7979194715544131,2020-01-17
353,新晨科技,24,0.7849878411722409,2020-01-17
354,广电运通,25,0.5043912182685684,2020-01-17
355,数字认证,26,0.7851702547335715,2020-01-17
356,奥马电器,27,0.8199084357210394,2020-01-17
357,智度股份,28,0.8847610283230509,2020-01-17
358,华力创通,29,0.6090863337131394,2020-01-17
359,广东骏亚,30,0.660832750774249,2020-01-17
360,恒宝股份,1,0.8799034138574819,2020-01-20
361,数知科技,2,0.5794418832142934,2020-01-20
362,聚龙股份,3,0.8197543520249396,2020-01-20
363,梦网集团,4,0.09266838071609972,2020-01-20
364,昆仑万维,5,0.6318986391834043,2020-01-20
365,科蓝软件,6,0.7904192827394735,2020-01-20
366,金固股份,7,0.8633011989796107,2020-01-20
367,金冠股份,8,0.517147122800475,2020-01-20
368,金财互联,9,0.5150816976500417,2020-01-20
369,紫光国微,10,0.6428178111721552,2020-01-20
370,中科创达,11,0.1978862233017363,2020-01-20
371,信息发展,12,0.849269207028859,2020-01-20
372,海联金汇,13,0.6789848494856984,2020-01-20
373,飞天诚信,14,0.5128771390871292,2020-01-20
374,赢时胜,15,0.8922042774319274,2020-01-20
375,科达股份,16,0.8808106665771074,2020-01-20
376,汉威科技,17,0.7583419130539889,2020-01-20
377,朗科科技,18,0.5739552043471429,2020-01-20
378,华媒控股,19,0.8644630856704496,2020-01-20
379,海峡创新,20,0.3805592809839571,2020-01-20
380,*ST联络,21,0.7317257466173913,2020-01-20
381,二三四五,22,0.7648674481559424,2020-01-20
382,众应互联,23,0.7917389556111843,2020-01-20
383,新晨科技,24,0.7579846928923052,2020-01-20
384,广电运通,25,0.5180094158938098,2020-01-20
385,数字认证,26,0.7516294073567301,2020-01-20
386,奥马电器,27,0.8096379831539999,2020-01-20
387,智度股份,28,0.8991711082548773,2020-01-20
388,华力创通,29,0.7105813084626329,2020-01-20
389,广东骏亚,30,0.6024641677430398,2020-01-20
390,恒宝股份,1,0.8972488960600553,2020-01-21
391,数知科技,2,0.6216622625111976,2020-01-21
392,聚龙股份,3,0.8411333907044087,2020-01-21
393,梦网集团,4,0.09340348870262856,2020-01-21
394,昆仑万维,5,0.5856655258879518,2020-01-21
395,科蓝软件,6,0.8315668998893186,2020-01-21
396,金固股份,7,0.8832544751777772,2020-01-21
397,金冠股份,8,0.6703227170336273,2020-01-21
398,金财互联,9,0.5641093122008993,2020-01-21
399,紫光国微,10,0.5439538277925202,2020-01-21
400,中科创达,11,0.07759114043155146,2020-01-21
401,信息发展,12,0.8951283107229586,2020-01-21
402,海联金汇,13,0.7194742530075451,2020-01-21
403,飞天诚信,14,0.5776385685234763,2020-01-21
404,赢时胜,15,0.8973382840508934,2020-01-21
405,科达股份,16,0.891524189917791,2020-01-21
406,汉威科技,17,0.8150529110359515,2020-01-21
407,朗科科技,18,0.6414045282042962,2020-01-21
408,华媒控股,19,0.8933102397224502,2020-01-21
409,海峡创新,20,0.4809219844310325,2020-01-21
410,*ST联络,21,0.6976762912792018,2020-01-21
411,二三四五,22,0.8018377124477268,2020-01-21
412,众应互联,23,0.8126595465662795,2020-01-21
413,新晨科技,24,0.7101780647744326,2020-01-21
414,广电运通,25,0.6562305681952699,2020-01-21
415,数字认证,26,0.7704358085211794,2020-01-21
416,奥马电器,27,0.8517892121811207,2020-01-21
417,智度股份,28,0.9296383679859002,2020-01-21
418,华力创通,29,0.6380377528807181,2020-01-21
419,广东骏亚,30,0.6729893572586823,2020-01-21
420,恒宝股份,1,0.8934765066541819,2020-01-22
421,数知科技,2,0.626448768309644,2020-01-22
422,聚龙股份,3,0.8360770151581596,2020-01-22
423,梦网集团,4,0.0636186334196774,2020-01-22
424,昆仑万维,5,0.5818203875578507,2020-01-22
425,科蓝软件,6,0.8315572903361281,2020-01-22
426,金固股份,7,0.8701564807674259,2020-01-22
427,金冠股份,8,0.6954741992069352,2020-01-22
428,金财互联,9,0.5988682967385143,2020-01-22
429,紫光国微,10,0.5317722849275969,2020-01-22
430,中科创达,11,0.08507813804595543,2020-01-22
431,信息发展,12,0.8910233992167518,2020-01-22
432,海联金汇,13,0.7153108836805221,2020-01-22
433,飞天诚信,14,0.6794888747352418,2020-01-22
434,赢时胜,15,0.863287769922189,2020-01-22
435,科达股份,16,0.9086631501610406,2020-01-22
436,汉威科技,17,0.8008935960786123,2020-01-22
437,朗科科技,18,0.664759261574882,2020-01-22
438,华媒控股,19,0.8869773469072386,2020-01-22
439,海峡创新,20,0.5788781802385173,2020-01-22
440,*ST联络,21,0.5983344607707665,2020-01-22
441,二三四五,22,0.7951967855037116,2020-01-22
442,众应互联,23,0.8190473052419761,2020-01-22
443,新晨科技,24,0.7632092366682893,2020-01-22
444,广电运通,25,0.6807166867914173,2020-01-22
445,数字认证,26,0.7646540979333288,2020-01-22
446,奥马电器,27,0.8482971771160823,2020-01-22
447,智度股份,28,0.9357349519596971,2020-01-22
448,华力创通,29,0.5791945658439717,2020-01-22
449,广东骏亚,30,0.6773756955396453,2020-01-22
450,恒宝股份,1,0.9045497572016041,2020-01-23
451,数知科技,2,0.3926114456666065,2020-01-23
452,聚龙股份,3,0.8970933135781641,2020-01-23
453,梦网集团,4,0.3117166206439801,2020-01-23
454,昆仑万维,5,0.4465568238377905,2020-01-23
455,科蓝软件,6,0.7958169925775332,2020-01-23
456,金固股份,7,0.8879231627026215,2020-01-23
457,金冠股份,8,0.648986475116523,2020-01-23
458,金财互联,9,0.6838254101821757,2020-01-23
459,紫光国微,10,0.6459216719941021,2020-01-23
460,中科创达,11,0.3801472758820324,2020-01-23
461,信息发展,12,0.9624654364113688,2020-01-23
462,海联金汇,13,0.7458763940155086,2020-01-23
463,飞天诚信,14,0.7041997323967626,2020-01-23
464,赢时胜,15,0.8846187785924684,2020-01-23
465,科达股份,16,0.9201336243699203,2020-01-23
