,name,type,value,date
322,众应互联,众应互联,0.9232210499581653,2020-01-16
323,新晨科技,新晨科技,0.7165352866688813,2020-01-16
324,广电运通,广电运通,0.9590283930567824,2020-01-16
325,数字认证,数字认证,0.9572365558784437,2020-01-16
326,奥马电器,奥马电器,0.8007677600820184,2020-01-16
327,智度股份,智度股份,0.9311092297090499,2020-01-16
328,华力创通,华力创通,0.7993735552894258,2020-01-16
329,广东骏亚,广东骏亚,0.5016866129507239,2020-01-16
330,恒宝股份,恒宝股份,0.9380242371892207,2020-01-17
331,数知科技,数知科技,-0.1770890062736881,2020-01-17
332,聚龙股份,聚龙股份,0.9493974235016652,2020-01-17
333,梦网集团,梦网集团,-0.5390444504161019,2020-01-17
334,昆仑万维,昆仑万维,0.2657371026101906,2020-01-17
335,科蓝软件,科蓝软件,0.8763054484118546,2020-01-17
336,金固股份,金固股份,0.8981870968686178,2020-01-17
337,金冠股份,金冠股份,0.29114574765645,2020-01-17
338,金财互联,金财互联,0.6488180202575491,2020-01-17
339,紫光国微,紫光国微,0.7972863764198762,2020-01-17
340,中科创达,中科创达,0.05920406082362004,2020-01-17
341,信息发展,信息发展,0.9945629982678149,2020-01-17
342,海联金汇,海联金汇,0.9520377845141578,2020-01-17
343,飞天诚信,飞天诚信,0.4903437292573094,2020-01-17
344,赢时胜,赢时胜,0.7571070649762138,2020-01-17
345,科达股份,科达股份,0.9563890555558019,2020-01-17
346,汉威科技,汉威科技,0.9899515723172563,2020-01-17
347,朗科科技,朗科科技,0.8298032717156727,2020-01-17
348,华媒控股,华媒控股,0.8634922426696805,2020-01-17
349,海峡创新,海峡创新,-0.3526282764687799,2020-01-17
350,*ST联络,*ST联络,0.9841226166150424,2020-01-17
351,二三四五,二三四五,0.02453925384559301,2020-01-17
352,众应互联,众应互联,0.91966619745608,2020-01-17
353,新晨科技,新晨科技,0.7560758653587751,2020-01-17
354,广电运通,广电运通,0.9607045697619729,2020-01-17
355,数字认证,数字认证,0.9296783586518715,2020-01-17
356,奥马电器,奥马电器,0.9562929681041884,2020-01-17
357,智度股份,智度股份,0.95818447362535,2020-01-17
358,华力创通,华力创通,0.8196687100467034,2020-01-17
359,广东骏亚,广东骏亚,0.5662879986916785,2020-01-17
360,恒宝股份,恒宝股份,0.9146657656295931,2020-01-20
361,数知科技,数知科技,-0.3502515220971564,2020-01-20
362,聚龙股份,聚龙股份,0.9378401483357642,2020-01-20
363,梦网集团,梦网集团,-0.538556226055888,2020-01-20
364,昆仑万维,昆仑万维,0.3113001072312951,2020-01-20
365,科蓝软件,科蓝软件,0.445152670593262,2020-01-20
366,金固股份,金固股份,0.888091763605427,2020-01-20
367,金冠股份,金冠股份,0.4939739152759839,2020-01-20
368,金财互联,金财互联,0.7127127691818181,2020-01-20
369,紫光国微,紫光国微,0.8464569545148318,2020-01-20
370,中科创达,中科创达,0.2327750005663969,2020-01-20
371,信息发展,信息发展,0.9953608873464611,2020-01-20
372,海联金汇,海联金汇,0.838643540693193,2020-01-20
373,飞天诚信,飞天诚信,0.3425865581802564,2020-01-20
374,赢时胜,赢时胜,0.7470187150575993,2020-01-20
375,科达股份,科达股份,0.9574255777950625,2020-01-20
376,汉威科技,汉威科技,0.9138312612629508,2020-01-20
377,朗科科技,朗科科技,0.8341208829442913,2020-01-20
378,华媒控股,华媒控股,0.8708608757108628,2020-01-20
379,海峡创新,海峡创新,-0.3539721921456111,2020-01-20
380,*ST联络,*ST联络,0.9673806686753232,2020-01-20
381,二三四五,二三四五,0.1551777161207134,2020-01-20
382,众应互联,众应互联,0.9260319894622113,2020-01-20
383,新晨科技,新晨科技,0.7600423780427833,2020-01-20
384,广电运通,广电运通,0.9357261179731895,2020-01-20
385,数字认证,数字认证,0.9045733236949298,2020-01-20
386,奥马电器,奥马电器,0.9835596415604309,2020-01-20
387,智度股份,智度股份,0.9591053956615582,2020-01-20
